													Pinion Gear's Macro Coordinates

																																	radius
PNT_01_1_01_X			-0.4272584839959774			PNT_01_1_01_Y			-17.053846738199617			PNT_01_1_01_Z			10.439528802482021			24.121565599109644
PNT_01_1_02_X			-0.42730996034532365			PNT_01_1_02_Y			-17.052612184617672			PNT_01_1_02_Z			10.441543175164222			24.11982086252202
PNT_01_1_03_X			-0.42734064013247947			PNT_01_1_03_Y			-17.048908702614217			PNT_01_1_03_Z			10.447587856879517			24.114584713879243
PNT_01_1_04_X			-0.42716491045502747			PNT_01_1_04_Y			-17.0427368283905			PNT_01_1_04_Z			10.45765994558525			24.10585462215102
PNT_01_1_05_X			-0.42659737358453004			PNT_01_1_05_Y			-17.034097455529007			PNT_01_1_05_Z			10.471749546106938			24.093628567902943
PNT_01_1_06_X			-0.42545309736559017			PNT_01_1_06_Y			-17.022991834864108			PNT_01_1_06_Z			10.489839782002964			24.077905065801676
PNT_01_1_07_X			-0.4235478650444564			PNT_01_1_07_Y			-17.009421574300916			PNT_01_1_07_Z			10.511906816259497			24.058683201259598
PNT_01_1_08_X			-0.4206984242173087			PNT_01_1_08_Y			-16.993388638582527			PNT_01_1_08_Z			10.537919880790296			24.035962681114945
PNT_01_1_09_X			-0.4167227345894278			PNT_01_1_09_Y			-16.97489534900554			PNT_01_1_09_Z			10.567841314705024			24.00974389819482
PNT_01_1_10_X			-0.4114402142379213			PNT_01_1_10_Y			-16.953944383083975			PNT_01_1_10_Z			10.601626611298999			23.980028009560403
PNT_01_1_11_X			-0.404671984072527			PNT_01_1_11_Y			-16.930538774161626			PNT_01_1_11_Z			10.639224473706559			23.94681702818714
PNT_01_1_12_X			-0.3962411101912084			PNT_01_1_12_Y			-16.904681910972858			PNT_01_1_12_Z			10.680576879149434			23.91011392778695
PNT_01_1_13_X			-0.38597284382987795			PNT_01_1_13_Y			-16.87637753715201			PNT_01_1_13_Z			10.725619151701077			23.869922760435404
PNT_01_1_14_X			-0.37369485860851326			PNT_01_1_14_Y			-16.84562975069135			PNT_01_1_14_Z			10.774280043477237			23.82624878662408
